순번,단지명,회사명,"공장대표주소(지번, 도로명 주소)",업종번호,업종명,대표번호,비고
488,화성마도일반산업단지,한국파렛트풀(주),경기도 화성시 마도면 쌍송리 678-3번지,30203,트레일러 및 세미트레일러 제조업,02-3669-7443,
489,화성마도일반산업단지,한성,경기도 화성시 마도면 쌍송리 675-4번지,29229,기타 가공 공작기계 제조업,031-678-7600,
490,화성마도일반산업단지,한스(주),경기도 화성시 마도면 쌍송리 마도산업단지 2블럭 10롯트,29175,액체 여과기 제조업,031-831-8770,
491,화성마도일반산업단지,한양종합기계,경기도 화성시 마도면 쌍송리 692-1,"25995, 25999",그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,031-355-1160,
492,화성마도일반산업단지,한이금속(주),경기도 화성시 마도면 쌍송리 678,25121,산업용 난방보일러 및 방열기 제조업,070-4355-2090,
493,화성마도일반산업단지,한일기계공업(주),경기도 화성시 마도면 쌍송리 691-10번지 ,"29261, 29299",그 외 기타 특수목적용 기계 제조업 외 1 종,031-355-2937,
494,화성마도일반산업단지,해성메탈 ,경기도 화성시 마도면 쌍송리 672-7번지,29133,"탭, 밸브 및 유사장치 제조업",031-435-6664,
495,화성마도일반산업단지,핸즈식스(주),경기도 화성시 마도면 쌍송리 682번지,"30391, 30392, 30399, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,031-370-8000,
496,화성마도일반산업단지,핸즈식스(주),경기도 화성시 마도면 쌍송리 682-1번지,"24212, 25112, 30391, 30392, 30399, 30400",그 외 자동차용 신품 부품 제조업 외 5 종,031-370-8005,
497,화성마도일반산업단지,핸즈식스(주) ,경기도 화성시 마도면 쌍송리 678-6번지,"25929, 29169",기타 물품 취급장비 제조업 외 1 종,031-370-8011,
498,화성마도일반산업단지,혁성정밀,경기도 화성시 마도면 쌍송리 692-8,25924,절삭가공 및 유사처리업,031-431-0456,
499,화성마도일반산업단지,현대ENG,경기도 화성시 마도면 쌍송리 692,"25995, 25999",그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,031-356-6358,
500,화성마도일반산업단지,흥광테크(주),경기도 화성시 마도면 쌍송리 678-3번지,25924,절삭가공 및 유사처리업,031-366-8595,
501,화성마도일반산업단지,흥국공업(주),경기도 화성시 마도면 쌍송리 676-5번지,"29150, 29171, 29174","산업용 오븐, 노 및 노용 버너 제조업 외 2 종",031-366-7255,
502,화성발안일반산업단지,(사)한국교통장애인협회사업부,경기도 화성시 향남읍 구문천리 926-6번지,"25112, 25113, 25114, 28123, 28903",배전반 및 전기 자동제어반 제조업 외 4 종,031-544-3133,
503,화성발안일반산업단지,(주)21하이테크,경기도 화성시 향남읍 구문천리 933-3번지,29172,공기 조화장치 제조업,031-8059-6896,
504,화성발안일반산업단지,(주)YG산업,경기도 화성시 향남읍 구문천리 934-7번지,"25941, 25942, 25999, 26295, 26299, 29142, 68119, 70129, 70130",볼트 및 너트류 제조업 외 8 종,031-498-0186,
505,화성발안일반산업단지,(주)건강사랑,경기도 화성시 향남읍 하길리 1407-3,70113,의학 및 약학 연구개발업,031-421-9903,
506,화성발안일반산업단지,(주)건영테크 지점,경기도 화성시 향남읍 구문천리 930-16,25922,도금업,031-225-2866,
507,화성발안일반산업단지,(주)구두레인터내셔날,경기도 화성시 향남읍 구문천리 935-2번지,26429,기타 무선 통신장비 제조업,02-2603-9715,
508,화성발안일반산업단지,(주)국전약품,경기도 화성시 향남읍 하길리 1408-3 번지,21101,의약용 화합물 및 항생물질 제조업,031-352-8179,
509,화성발안일반산업단지,(주)국전약품,경기도 화성시 향남읍 하길리 1408-16,21101,의약용 화합물 및 항생물질 제조업,070-4099-3951,
510,화성발안일반산업단지,(주)글로이스,경기도 화성시 향남읍 구문천리 935-9번지,"28122, 28123",전기회로 접속장치 제조업 외 1 종,,
511,화성발안일반산업단지,(주)금강테크,경기도 화성시 향남읍 구문천리 935-5,28123,배전반 및 전기 자동제어반 제조업,031-366-5946,
512,화성발안일반산업단지,(주)나이스텍,경기도 화성시 향남읍 하길리 1403-6번지,25929,그 외 기타 금속가공업,031-227-2662,
513,화성발안일반산업단지,(주)남영공조시스템이엔지,경기도 화성시 향남읍 하길리 1406-7번지,"29172, 29173, 70129",기타 공학 연구개발업 외 2 종,031-477-5780,
514,화성발안일반산업단지,(주)네오유디유,경기도 화성시 향남읍 구문천리번지 발안지방산업단지 6-10블럭,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-401-7425,
515,화성발안일반산업단지,(주)네오페이퍼,경기도 화성시 향남읍 구문천리 932-13번지,25929,그 외 기타 금속가공업,031-353-3710,
516,화성발안일반산업단지,(주)뉴파워프라즈마,경기도 화성시 향남읍 구문천리 935-11,"26429, 28119",기타 전기 변환장치 제조업 외 1 종,031-612-7600,
517,화성발안일반산업단지,(주)다원산업,경기도 화성시 향남읍 구문천리 923-1번지,"32021, 32029",주방용 및 음식점용 목재가구 제조업 외 1 종,031-8059-6714,
518,화성발안일반산업단지,(주)대성시스템,경기도 화성시 향남읍 구문천리 935-10,26429,기타 무선 통신장비 제조업,031-353-0400,
519,화성발안일반산업단지,(주)대성일렉트로닉스,경기도 화성시 향남읍 하길리 1406-28,70121,전기ㆍ전자공학 연구개발업,031-647-0071,
520,화성발안일반산업단지,(주)대아씨앤아이,경기도 화성시 마도면 쌍송리 683-2번지,"25924, 25995, 25999",그 외 기타 분류 안된 금속 가공 제품 제조업 외 2 종,031-355-8497,
521,화성발안일반산업단지,(주)대일씨에프티,경기도 화성시 향남읍 구문천리 926-5번지,"25912, 25941, 25942, 25999, 26295, 26299",그 외 기타 전자부품 제조업 외 5 종,031-366-5900,
522,화성발안일반산업단지,(주)대진조명,경기도 화성시 향남읍 하길리 1412-1번지,"28422, 70121",전기ㆍ전자공학 연구개발업 외 1 종,031-376-4077,
523,화성발안일반산업단지,(주)대한테크,경기도 화성시 향남읍 구문천리 930-7번지,25922,도금업,,
524,화성발안일반산업단지,(주)대호호이스트크레인,경기도 화성시 향남읍 하길리 1408-11번지,"29169, 70129, 70130",기타 공학 연구개발업 외 2 종,031-8059-1294,
525,화성발안일반산업단지,(주)대흥,경기도 화성시 향남읍 구문천리 936-9번지,"26295, 26299",그 외 기타 전자부품 제조업 외 1 종,031-457-0111,
526,화성발안일반산업단지,(주)덕우산업,경기도 화성시 향남읍 구문천리 932-5번지,"25113, 25114, 29172, 29174, 29176",육상 금속 골조 구조재 제조업 외 4 종,031-366-2571,
527,화성발안일반산업단지,(주)도어텍,경기도 화성시 향남읍 구문천리 936-6번지,"28123, 30201, 30203, 30320, 30400",배전반 및 전기 자동제어반 제조업 외 4 종,031-354-3280,
528,화성발안일반산업단지,(주)도어텍,경기도 화성시 향남읍 구문천리 926-3번지,25929,그 외 기타 금속가공업,,
529,화성발안일반산업단지,(주)도원정공,경기도 화성시 향남읍 구문천리 930-15번지,25929,그 외 기타 금속가공업,031-499-8463,
530,화성발안일반산업단지,(주)두민,경기도 화성시 향남읍 하길리 1411-6번지,"29261, 29299, 70121, 70129, 70130",전기ㆍ전자공학 연구개발업 외 4 종,031-352-0393,
531,화성발안일반산업단지,(주)두산퓨얼셀파워,경기도 화성시 향남읍 하길리 1405-9번지,"28111, 70129, 70130",전동기 및 발전기 제조업 외 2 종,031-781-0475,
532,화성발안일반산업단지,(주)두손에이에스,경기도 화성시 향남읍 구문천리 932-2번지,29210,농업 및 임업용 기계 제조업,031-499-9911,
533,화성발안일반산업단지,(주)두테크,경기도 화성시 향남읍 구문천리 926-4번지,26410,유선 통신장비 제조업,031-352-9336,
534,화성발안일반산업단지,(주)디에스피엠,경기도 화성시 향남읍 하길리 1412-6번지,"29176, 70129, 70130",기타 공학 연구개발업 외 2 종,031-683-9487,
535,화성발안일반산업단지,(주)디엠에스티 ,경기도 화성시 향남읍 하길리 1412-12번지,"29199, 29299, 70129",기타 공학 연구개발업 외 2 종,,
536,화성발안일반산업단지,(주)디와이엘씨디,경기도 화성시 향남읍 하길리 1408-8번지,"29261, 29299, 70129, 70130",기타 공학 연구개발업 외 3 종,031-8059-1366,
537,화성발안일반산업단지,(주)디제이엠텍,경기도 화성시 향남읍 구문천리 932-22번지,"29271, 29293",반도체 제조용 기계 제조업 외 1 종,,
538,화성발안일반산업단지,(주)매니머치에코테크,경기도 화성시 향남읍 구문천리 928번지,"31991, 33999",그 외 기타 달리 분류되지 않은 제품 제조업 외 1 종,031-353-2135,
539,화성발안일반산업단지,(주)명우,경기도 화성시 향남읍 구문천리 932-10번지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-352-9272,
540,화성발안일반산업단지,(주)모스펙,경기도 화성시 향남읍 구문천리 921-3번지,29169,기타 물품 취급장비 제조업,031-353-0704,
541,화성발안일반산업단지,(주)모아 플레이팅,경기도 화성시 향남읍 구문천리 930-16,"25922, 25923",도장 및 기타 피막처리업 외 1 종,,
542,화성발안일반산업단지,(주)무아정밀,경기도 화성시 향남읍 구문천리 930-14,25929,그 외 기타 금속가공업,031-431-5695,
543,화성발안일반산업단지,(주)바로나스틸,경기도 화성시 향남읍 구문천리 930-14번지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-0358-1484,
544,화성발안일반산업단지,(주)바로나스틸,경기도 화성시 향남읍 구문천리 935-24번지,25929,그 외 기타 금속가공업,031-358-1485,
545,화성발안일반산업단지,(주)백상에스티,경기도 화성시 향남읍 구문천리 925-4번지,32091,금속 가구 제조업,031-366-2512,
546,화성발안일반산업단지,(주)백스코,경기도 화성시 향남읍 구문천리 926-10 번지,33920,사무 및 회화용품 제조업,031-354-3887,
547,화성발안일반산업단지,(주)백웅,경기도 화성시 향남읍 하길리 1406-15번지,"29171, 70129, 70130",기타 공학 연구개발업 외 2 종,031-8059-1240,
548,화성발안일반산업단지,(주)백웅,경기도 화성시 향남읍 하길리 1406-14번지,"29171, 70129, 70130",기타 공학 연구개발업 외 2 종,031-8059-1240,
549,화성발안일반산업단지,(주)베스틴,경기도 화성시 향남읍 구문천리 935-16번지,29180,사무용 기계 및 장비 제조업,031-831-8507,
550,화성발안일반산업단지,(주)보광씨티,경기도 화성시 향남읍 구문천리 929-9번지,"25929, 29133",그 외 기타 금속가공업 외 1 종,031-352-9070,
551,화성발안일반산업단지,(주)부성엘티에스,경기도 화성시 향남읍 하길리 1406-12번지,"25122, 25123, 28422, 29176, 29199, 29261, 29299, 70129, 70130",그 외 기타 일반목적용 기계 제조업 외 8 종,031-366-3566,
552,화성발안일반산업단지,(주)부성엘티에스,경기도 화성시 향남읍 하길리 1412-14번지,"70129, 70130",기타 공학 연구개발업 외 1 종,031-355-3566,
553,화성발안일반산업단지,(주)부일테크 발안지점,경기도 화성시 향남읍 구문천리 930-16번지,25922,도금업,031-353-8097,
554,화성발안일반산업단지,(주)비엔엠,경기도 화성시 향남읍 구문천리 936-8번지,"26295, 26299, 30391, 30392, 30399, 30400",그 외 기타 전자부품 제조업 외 5 종,031-376-8517,
555,화성발안일반산업단지,(주)비즈니스보루네오,경기도 화성시 향남읍 구문천리 923-1번지,"32019, 32021, 32029, 32091, 32099",소파 및 기타 내장가구 제조업 외 4 종,031-8059-3434,
556,화성발안일반산업단지,(주)삼이송메탈,경기도 화성시 향남읍 발안공단로1길 29,"25929, 70129, 70130",그 외 기타 금속가공업 외 2 종,031-366-5620,
557,화성발안일반산업단지,(주)상원이엔지 ,경기도 화성시 향남읍 하길리 1412-16번지,"25122, 29299, 70129",기타 공학 연구개발업 외 2 종,031-366-5410,
558,화성발안일반산업단지,(주)상지정밀 2공장,경기도 화성시 향남읍 하길리 1407-4번지,"26295, 26299, 29294, 70129, 70130",기타 공학 연구개발업 외 4 종,031-8059-2741,
559,화성발안일반산업단지,(주)선우피엔이,경기도 화성시 향남읍 발안지방산업단지 20블럭 1롯트,29174,기체 여과기 제조업,031-356-6791,
560,화성발안일반산업단지,(주)선일파워트레인,경기도 화성시 향남읍 구문천리 930-2번지,25924,절삭가공 및 유사처리업,031-366-0841,
561,화성발안일반산업단지,(주)성원엔지니어링,경기도 화성시 향남읍 구문천리 930-7번지,"25112, 25922",도금업 외 1 종,031-366-6331,
562,화성발안일반산업단지,(주)성한정공,경기도 화성시 향남읍 구문천리 930-15번지,"25113, 25114, 29294",육상 금속 골조 구조재 제조업 외 2 종,031-499-8463,
563,화성발안일반산업단지,(주)성화인더스트리,경기도 화성시 향남읍 구문천리 930-1,29292,"고무, 화학섬유 및 플라스틱 성형기 제조업",,
564,화성발안일반산업단지,(주)세계테크원 ,경기도 화성시 향남읍 구문천리 929-19번지,28123,배전반 및 전기 자동제어반 제조업,031-432-8972,
565,화성발안일반산업단지,(주)세광산업조명,경기도 화성시 향남읍 구문천리 930-14번지,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,031-494-7752,
